35000,453000
135000,318000
235000,318000
335000,326000
435000,332000
535000,316000
635000,374000
735000,334000
835000,464000
935000,587000
1035000,354000
1135000,448000
1235000,335000
1335000,432000
1435000,325000
1535000,417000
1635000,351000
1735000,576000
1835000,678000
1935000,405000
