50000,641000
150000,470000
250000,524000
350000,477000
450000,509000
550000,833000
650000,834000
750000,22517000
850000,1431000
950000,620000
1050000,727000
1150000,661000
1250000,623000
1350000,658000
1450000,643000
1550000,629000
1650000,743000
1750000,625000
1850000,2439000
1950000,677000
