35000,519122000
135000,1666495000
235000,2778327000
335000,4039479000
435000,5256622000
535000,6580266000
635000,7914394000
735000,9212335000
835000,10417460000
935000,11892605000
1035000,13211161000
1135000,14526578000
1235000,15833708000
1335000,17172705000
1435000,18627221000
1535000,19961880000
1635000,21302637000
1735000,22669599000
1835000,24580431000
1935000,25803369000
