35000,527370000
135000,1616331000
235000,2772541000
335000,4015634000
435000,5191476000
535000,6541894000
635000,7884081000
735000,9024635000
835000,10211649000
935000,11648645000
1035000,13088572000
1135000,14253801000
1235000,15618117000
1335000,16801636000
1435000,18102842000
1535000,19468602000
1635000,20729439000
1735000,22134043000
1835000,24030160000
1935000,25319897000
