15000,289000
37500,156000
60000,248000
82500,248000
105000,136000
127500,247000
150000,138000
172500,144000
195000,142000
217500,147000
240000,249000
262500,138000
285000,137000
307500,147000
330000,146000
352500,145000
375000,145000
397500,138000
420000,143000
442500,136000
