30000,445548000
120000,1520747000
210000,2659344000
300000,3765346000
390000,4924084000
480000,6099264000
570000,7183258000
660000,8470817000
750000,9280959000
840000,10379455000
930000,11477597000
1020000,12612305000
1110000,13668843000
1200000,14933887000
1290000,16192191000
1380000,17500017000
1470000,18722282000
1560000,19791613000
1650000,20925476000
1740000,22178560000
