40000,6295000,5286000
140000,29816000,27182000
240000,62751000,58235000
340000,94574000,82260000
440000,127472000,112837000
540000,176950000,156216000
640000,188630000,171571000
740000,237002000,200616000
840000,264169000,233249000
940000,355785000,273520000
1040000,331223000,296793000
1140000,416888000,354770000
1240000,399768000,352104000
1340000,489892000,381344000
1440000,475394000,411037000
1540000,593233000,443784000
1640000,549553000,474110000
1740000,585369000,505226000
1840000,615139000,552876000
1940000,657183000,691637000
