35000,9808000,2200000
135000,30097000,1261000
235000,52572000,1271000
335000,83359000,1723000
435000,100392000,1276000
535000,126254000,1285000
635000,160670000,1279000
735000,186250000,1278000
835000,211060000,1276000
935000,230411000,1304000
1035000,260174000,1844000
1135000,302189000,1319000
1235000,340087000,1304000
1335000,358483000,1286000
1435000,488281000,1307000
1535000,400351000,1269000
1635000,508528000,1259000
1735000,551293000,1292000
1835000,508571000,1445000
1935000,508104000,1330000
