20000,1509797000,752000
60000,1499775000,744000
100000,1659760000,749000
140000,1525445000,735000
180000,1612442000,746000
220000,1519256000,721000
260000,1515682000,748000
300000,1546267000,767000
340000,1501260000,722000
380000,1509150000,873000
420000,1502705000,731000
460000,1524291000,1111000
500000,1506629000,750000
540000,1500071000,741000
580000,1553090000,1128000
620000,1498603000,721000
660000,1557653000,748000
700000,1507653000,759000
740000,1507093000,730000
780000,1523848000,729000
