40000,7044000,5700000
140000,43706000,49052000
240000,64189000,52153000
340000,108194000,84750000
440000,133370000,109386000
540000,162993000,141957000
640000,204652000,172139000
740000,240387000,211910000
840000,267554000,231213000
940000,303256000,261838000
1040000,341126000,295257000
1140000,392604000,341728000
1240000,417639000,351670000
1340000,489407000,403991000
1440000,496877000,416022000
1540000,526049000,445636000
1640000,604697000,557323000
1740000,610337000,504284000
1840000,635266000,652290000
1940000,714816000,572820000
