30000,3526529000,540000
120000,3171827000,531000
210000,3122368000,535000
300000,3038678000,1060000
390000,3092255000,482000
480000,3004006000,499000
570000,3072318000,1061000
660000,3114572000,624000
750000,3087977000,499000
840000,3025836000,480000
930000,3221502000,488000
1020000,3090689000,493000
1110000,3110023000,495000
1200000,3182787000,570000
1290000,3275575000,650000
1380000,3145405000,498000
1470000,3007943000,495000
1560000,3027895000,493000
1650000,3068421000,522000
1740000,3139491000,1050000
