50000,8368000,1772000
150000,30846000,1808000
250000,59618000,1952000
350000,93967000,1798000
450000,106340000,1821000
550000,128798000,1809000
650000,151052000,1827000
750000,174817000,1827000
850000,201799000,1804000
950000,233592000,1815000
1050000,261554000,1837000
1150000,299243000,2074000
1250000,311058000,1807000
1350000,335197000,1829000
1450000,359588000,1788000
1550000,384200000,1804000
1650000,412303000,1809000
1750000,485093000,1871000
1850000,499254000,1822000
1950000,541346000,2252000
