30000,4821000,3732000
120000,24709000,18195000
210000,51074000,41793000
300000,83415000,71210000
390000,108432000,92653000
480000,137529000,124805000
570000,168623000,145789000
660000,204134000,173711000
750000,230504000,197503000
840000,259078000,265332000
930000,305987000,256795000
1020000,331374000,281889000
1110000,363174000,309506000
1200000,399151000,397102000
1290000,563747000,432807000
1380000,456176000,391739000
1470000,561078000,417483000
1560000,524023000,557632000
1650000,554550000,573554000
1740000,629168000,579811000
