50000,12129393000,1103000
150000,12046430000,2061000
250000,12696008000,1146000
350000,12262736000,1625000
450000,11684399000,1044000
550000,11581583000,3056000
650000,10962260000,1322000
750000,10695994000,1067000
850000,11529041000,1105000
950000,12630847000,1120000
1050000,11285005000,1097000
1150000,11018436000,1047000
1250000,11988102000,2069000
1350000,11669827000,1071000
1450000,10410408000,1052000
1550000,12844931000,2208000
1650000,11847218000,1045000
1750000,11288264000,1071000
1850000,11743565000,1104000
1950000,11829356000,1116000
