10000,1643000,169000
20000,3417000,171000
30000,5141000,171000
40000,7178000,169000
50000,9429000,172000
60000,12018000,171000
70000,15178000,177000
80000,16149000,172000
90000,31100000,195000
100000,20791000,171000
110000,27059000,171000
120000,30398000,180000
130000,29086000,176000
140000,32095000,183000
150000,41529000,174000
160000,45366000,174000
170000,48905000,175000
180000,45162000,177000
190000,48384000,180000
