40000,6758000,1439000
140000,28176000,1448000
240000,50753000,1439000
340000,90692000,1478000
440000,102240000,1436000
540000,123476000,1465000
640000,149473000,1762000
740000,218042000,1459000
840000,202128000,1491000
940000,287155000,1523000
1040000,256054000,1511000
1140000,277990000,1516000
1240000,322554000,1502000
1340000,333276000,1459000
1440000,379129000,1450000
1540000,466199000,1663000
1640000,515182000,1483000
1740000,457523000,1476000
1840000,513830000,1489000
1940000,505064000,1513000
