35000,1063000,1270000
135000,1186000,1357000
235000,1770000,2073000
335000,2117000,1862000
435000,1066000,1299000
535000,1256000,1564000
635000,1131000,1384000
735000,1148000,1408000
835000,1117000,1339000
935000,1085000,1308000
1035000,1090000,1347000
1135000,1073000,1316000
1235000,1063000,1289000
1335000,1057000,1274000
1435000,1109000,1462000
1535000,4294000,2427000
1635000,2194000,3295000
1735000,1059000,1292000
1835000,1042000,1254000
1935000,1091000,1287000
