40000,7672113000,4200872000
140000,7334589000,4049683000
240000,6764369000,3935347000
340000,7389786000,3978965000
440000,7628319000,4025936000
540000,7634828000,4105711000
640000,6724099000,4039095000
740000,6992351000,4169807000
840000,7122208000,4282762000
940000,7041084000,4285886000
1040000,7037421000,4052936000
1140000,6485253000,4252219000
1240000,6811789000,4013904000
1340000,7544879000,4106576000
1440000,7694531000,4235835000
1540000,7349281000,3933637000
1640000,7269750000,4520756000
1740000,7554676000,4265704000
1840000,8525365000,4075782000
1940000,7648129000,4292838000
