35000,5980000,1241000
135000,24347000,1255000
235000,51558000,1264000
335000,75878000,1256000
435000,130971000,1358000
535000,121089000,1272000
635000,150349000,1266000
735000,178516000,1291000
835000,224692000,6086000
935000,226006000,1288000
1035000,250521000,1255000
1135000,303290000,3228000
1235000,314323000,1282000
1335000,390458000,1999000
1435000,370000000,1282000
1535000,539721000,1317000
1635000,420215000,1267000
1735000,553626000,1412000
1835000,477304000,1370000
1935000,494877000,1304000
