10000,239000,259000
20000,478000,762000
30000,242000,307000
40000,240000,295000
50000,242000,300000
60000,243000,309000
70000,245000,296000
80000,239000,310000
90000,239000,318000
100000,241000,311000
110000,248000,309000
120000,255000,307000
130000,480000,760000
140000,244000,300000
150000,254000,302000
160000,254000,325000
170000,239000,307000
180000,2429000,1898000
190000,405000,348000
