50000,9437000,8257000
150000,40166000,32584000
250000,85583000,81899000
350000,124114000,105012000
450000,139834000,116734000
550000,169200000,145609000
650000,198091000,182898000
750000,320123000,246326000
850000,279500000,237915000
950000,320434000,268948000
1050000,373465000,298266000
1150000,380420000,328413000
1250000,478377000,358182000
1350000,443164000,388669000
1450000,490309000,428014000
1550000,686329000,465969000
1650000,571185000,590059000
1750000,602883000,515220000
1850000,655451000,541529000
1950000,691124000,578225000
