35000,6188000,5107000
135000,28167000,23253000
235000,59090000,51601000
335000,96280000,79834000
435000,178513000,147655000
535000,152735000,139904000
635000,207332000,178738000
735000,230979000,202415000
835000,274995000,243396000
935000,493609000,398975000
1035000,346069000,303590000
1135000,359219000,318407000
1235000,409941000,386116000
1335000,516721000,432490000
1435000,612855000,411019000
1535000,644692000,462990000
1635000,547488000,476547000
1735000,574525000,648665000
1835000,606893000,608862000
1935000,648212000,587878000
