45000,9891874000,2126000
145000,10130285000,1725000
245000,10701958000,2200000
345000,8584772000,1806000
445000,9000558000,1621000
545000,8722701000,2124000
645000,9167387000,1711000
745000,9381564000,1721000
845000,9336771000,2249000
945000,10145819000,7068000
1045000,11359753000,2258000
1145000,8143410000,1656000
1245000,10481553000,2142000
1345000,9752417000,3686000
1445000,8329721000,1791000
1545000,10453453000,2230000
1645000,8788015000,2097000
1745000,9841744000,1689000
1845000,9481870000,1679000
1945000,11251802000,2211000
