50000,12200017000,7930998000
150000,12260619000,7631649000
250000,12727851000,9691328000
350000,12597028000,6894929000
450000,11872549000,6921107000
550000,11990226000,6689814000
650000,11219089000,6375857000
750000,11752734000,6561237000
850000,11096235000,6529776000
950000,12499806000,7110194000
1050000,10416417000,6138822000
1150000,11592620000,6831886000
1250000,12266417000,7059409000
1350000,10628820000,6529867000
1450000,12012778000,6187793000
1550000,13134252000,6916894000
1650000,12508024000,7171773000
1750000,11917139000,7167952000
1850000,12624747000,7408134000
1950000,12266586000,7001529000
