35000,5438000,4336000
135000,32200000,24751000
235000,59782000,51500000
335000,104777000,87523000
435000,126181000,111643000
535000,211780000,183669000
635000,202059000,171491000
735000,264416000,201483000
835000,267437000,230601000
935000,301135000,258547000
1035000,353096000,293298000
1135000,385891000,327798000
1235000,467618000,445097000
1335000,452575000,384353000
1435000,486298000,508571000
1535000,574545000,443208000
1635000,571206000,472724000
1735000,681813000,503164000
1835000,618251000,535949000
1935000,786974000,586323000
