50000,10335000,2385000
150000,55002000,4248000
250000,60538000,1799000
350000,92792000,2821000
450000,112666000,1815000
550000,135590000,1820000
650000,160220000,1811000
750000,189520000,1798000
850000,255906000,1863000
950000,242833000,1822000
1050000,285517000,1868000
1150000,317282000,1889000
1250000,320257000,1819000
1350000,343886000,1840000
1450000,430792000,3559000
1550000,410493000,1793000
1650000,451743000,1838000
1750000,510580000,2866000
1850000,607172000,1884000
1950000,515486000,1816000
