20000,2928000,2349000
60000,9024000,7641000
100000,19059000,15451000
140000,27929000,23909000
180000,43809000,35404000
220000,53025000,44566000
260000,86085000,75543000
300000,76832000,67771000
340000,91765000,77048000
380000,107217000,92426000
420000,118227000,101706000
460000,134955000,115097000
500000,142812000,130106000
540000,152156000,153439000
580000,167757000,174086000
620000,181161000,188386000
660000,299131000,173582000
700000,246830000,187324000
740000,255123000,197983000
780000,293236000,221742000
