45000,8348000,6841000
145000,34486000,28486000
245000,81269000,59128000
345000,98602000,83418000
445000,132250000,111509000
545000,166052000,144297000
645000,199150000,173506000
745000,242795000,205473000
845000,272361000,233541000
945000,306055000,267457000
1045000,394622000,297676000
1145000,372599000,337442000
1245000,409004000,355921000
1345000,450059000,408182000
1445000,527818000,439834000
1545000,611970000,445545000
1645000,566713000,480619000
1745000,598620000,504148000
1845000,635738000,543070000
1945000,669496000,573613000
