50000,10406000,7862000
150000,34426000,28720000
250000,69879000,58935000
350000,96685000,86525000
450000,134787000,142029000
550000,164088000,162126000
650000,193352000,176150000
750000,227103000,203333000
850000,261059000,235349000
950000,308528000,305311000
1050000,362284000,311570000
1150000,370068000,329317000
1250000,392783000,356215000
1350000,433931000,385055000
1450000,477111000,491713000
1550000,495618000,445472000
1650000,531362000,476541000
1750000,589202000,622494000
1850000,627912000,538234000
1950000,661620000,575796000
