25000,5430000,4655000
87500,13463000,11672000
150000,39451000,33814000
212500,57924000,46110000
275000,75659000,60652000
337500,90616000,76955000
400000,123677000,103853000
462500,133516000,135287000
525000,156567000,144038000
587500,193739000,161987000
650000,209357000,184222000
712500,215664000,192031000
775000,243018000,209806000
837500,270641000,226813000
900000,289834000,244424000
962500,307680000,260970000
1025000,335049000,284178000
1087500,401211000,298426000
1150000,379743000,320027000
1212500,401207000,347227000
