10000,397672000,198444000
20000,381696000,214015000
30000,379167000,223872000
40000,399915000,228978000
50000,374271000,220193000
60000,387337000,223180000
70000,378245000,223859000
80000,440533000,251393000
90000,380546000,210275000
100000,429700000,260746000
110000,380667000,232459000
120000,378710000,225624000
130000,387457000,212192000
140000,383275000,215397000
150000,380013000,231630000
160000,377198000,226927000
170000,379865000,217101000
180000,400580000,221731000
190000,382448000,210950000
