35000,5205660000,2931084000
135000,5498434000,3000434000
235000,5572818000,3024859000
335000,5456229000,3209496000
435000,5098085000,3237989000
535000,5259272000,3169850000
635000,4983350000,3065456000
735000,5361274000,3156137000
835000,5544448000,3345227000
935000,5167589000,3092859000
1035000,5151763000,3173249000
1135000,5174701000,3214256000
1235000,5655762000,3209857000
1335000,5079237000,3110975000
1435000,5092081000,3180914000
1535000,4880300000,3133941000
1635000,5447822000,3158868000
1735000,5251117000,3038591000
1835000,5141924000,3024022000
1935000,5852494000,3273026000
