40000,6878000,5038000
140000,40322000,30771000
240000,62920000,67252000
340000,94178000,79777000
440000,129105000,135739000
540000,166393000,139409000
640000,195734000,172878000
740000,256688000,230288000
840000,289453000,243342000
940000,294301000,261567000
1040000,364843000,302731000
1140000,577282000,547896000
1240000,402012000,348139000
1340000,451515000,385143000
1440000,488791000,415597000
1540000,514746000,442008000
1640000,868111000,983532000
1740000,604233000,502896000
1840000,665691000,579517000
1940000,662696000,560022000
