40000,8704545000,814000
140000,7681542000,1609000
240000,7100164000,863000
340000,7182599000,916000
440000,7162137000,662000
540000,6966607000,1453000
640000,6362703000,653000
740000,7795660000,908000
840000,7162902000,810000
940000,7001238000,673000
1040000,6862219000,915000
1140000,6348889000,662000
1240000,6547174000,704000
1340000,6818603000,741000
1440000,7507047000,873000
1540000,7272427000,856000
1640000,6500923000,676000
1740000,7164279000,837000
1840000,7008133000,850000
1940000,6415268000,868000
