20000,3037000,2351000
60000,11539000,14694000
100000,20498000,17990000
140000,29992000,23307000
180000,43007000,33029000
220000,66020000,64048000
260000,130964000,107458000
300000,76458000,64908000
340000,94045000,78033000
380000,108328000,90205000
420000,119331000,102165000
460000,150903000,116222000
500000,144122000,127394000
540000,162451000,136612000
580000,167369000,149382000
620000,184655000,190174000
660000,213292000,175487000
700000,251067000,217743000
740000,235938000,199107000
780000,246578000,209252000
