45000,9934000,2242000
145000,30804000,1658000
245000,57414000,1643000
345000,81795000,1624000
445000,109904000,1647000
545000,134443000,1632000
645000,159993000,1978000
745000,192208000,1629000
845000,229001000,1693000
945000,257676000,1713000
1045000,268740000,1643000
1145000,338269000,1632000
1245000,317675000,1673000
1345000,424967000,3698000
1445000,462306000,1624000
1545000,444192000,1621000
1645000,443916000,1658000
1745000,470914000,1646000
1845000,491031000,1657000
1945000,603295000,1656000
