35000,6079360000,2132000
135000,4715601000,1437000
235000,6793547000,2258000
335000,6136759000,1307000
435000,5422844000,1664000
535000,5094120000,1326000
635000,4755786000,1320000
735000,5361337000,1358000
835000,4677874000,1282000
935000,4846929000,1304000
1035000,5297191000,1368000
1135000,5408617000,1338000
1235000,5116258000,1862000
1335000,4955916000,1306000
1435000,5541437000,1414000
1535000,5239546000,1335000
1635000,5908144000,1296000
1735000,4566622000,1275000
1835000,4752395000,1575000
1935000,5167690000,1458000
