30000,6772000,4954000
120000,27155000,19683000
210000,54295000,57229000
300000,91202000,77248000
390000,111128000,96223000
480000,148566000,125958000
570000,169780000,149503000
660000,205491000,175853000
750000,263213000,204436000
840000,285387000,243677000
930000,307094000,261034000
1020000,345124000,342274000
1110000,390036000,405799000
1200000,448836000,338902000
1290000,418642000,424832000
1380000,471223000,395112000
1470000,510708000,445580000
1560000,567048000,467768000
1650000,563295000,478280000
1740000,608348000,618430000
