30000,5291000,1142000
120000,27469000,1085000
210000,44874000,1076000
300000,81704000,1192000
390000,92424000,1074000
480000,119635000,1099000
570000,142532000,1093000
660000,184554000,1080000
750000,184681000,1090000
840000,242412000,1104000
930000,241711000,1076000
1020000,316190000,1108000
1110000,290117000,1092000
1200000,311584000,1079000
1290000,330544000,1087000
1380000,375301000,1085000
1470000,505266000,1095000
1560000,418293000,1854000
1650000,430049000,1129000
1740000,462269000,1158000
