40000,8280602000,2118000
140000,8085756000,1916000
240000,7768815000,1989000
340000,7558600000,1507000
440000,6608984000,1597000
540000,8317140000,1957000
640000,6644911000,1474000
740000,6886080000,1492000
840000,7293508000,1590000
940000,8049794000,1975000
1040000,6690347000,1449000
1140000,6207675000,1652000
1240000,7820520000,1580000
1340000,7333437000,1897000
1440000,8766750000,2240000
1540000,6785694000,1470000
1640000,6242006000,1571000
1740000,8802446000,7499000
1840000,7343155000,1601000
1940000,7278451000,1686000
