20000,3119000,2315000
60000,9385000,8162000
100000,19746000,15631000
140000,30856000,28555000
180000,43982000,34489000
220000,57903000,48937000
260000,80318000,56345000
300000,82535000,68276000
340000,105678000,78298000
380000,107818000,90786000
420000,119782000,119237000
460000,133455000,114020000
500000,151815000,131210000
540000,182447000,137289000
580000,173453000,153248000
620000,192413000,160893000
660000,211854000,179922000
700000,224771000,187476000
740000,254388000,211921000
780000,246490000,212214000
