35000,6707000,4416000
135000,29501000,21598000
235000,61196000,49126000
335000,94592000,82070000
435000,120854000,105778000
535000,172035000,137948000
635000,219039000,172777000
735000,263937000,242528000
835000,259995000,229025000
935000,301439000,257836000
1035000,350987000,306896000
1135000,370277000,319253000
1235000,410597000,388633000
1335000,493174000,383201000
1435000,487546000,481032000
1535000,578908000,435787000
1635000,563896000,481842000
1735000,594990000,501639000
1835000,607153000,584864000
1935000,718757000,561686000
