50000,11384000,1809000
150000,31625000,1837000
250000,60474000,1806000
350000,82395000,1792000
450000,112896000,2224000
550000,154158000,1822000
650000,153471000,1802000
750000,182469000,1809000
850000,213655000,1837000
950000,243532000,1808000
1050000,323771000,1791000
1150000,331390000,5584000
1250000,318524000,1829000
1350000,341683000,1822000
1450000,368958000,1845000
1550000,465995000,1797000
1650000,428017000,1805000
1750000,543974000,2821000
1850000,605014000,6681000
1950000,625040000,1811000
