45000,9522446000,912000
145000,9613358000,957000
245000,10061823000,955000
345000,9502722000,1880000
445000,9054143000,2315000
545000,9026506000,1018000
645000,9549079000,938000
745000,9308285000,724000
845000,9283307000,985000
945000,10513173000,998000
1045000,8658348000,1880000
1145000,8314082000,1478000
1245000,8841193000,777000
1345000,10663202000,983000
1445000,9583930000,756000
1545000,11677628000,1020000
1645000,8720813000,967000
1745000,10224247000,1155000
1845000,10101885000,1002000
1945000,9000852000,907000
