35000,1034000,590000
135000,1072000,592000
235000,2675000,2488000
335000,1360000,784000
435000,1056000,585000
535000,1227000,671000
635000,1097000,607000
735000,1130000,633000
835000,1066000,597000
935000,1402000,577000
1035000,1070000,585000
1135000,1022000,572000
1235000,1077000,589000
1335000,1036000,574000
1435000,1099000,632000
1535000,2251000,1422000
1635000,2201000,1375000
1735000,1034000,570000
1835000,1055000,550000
1935000,1103000,681000
