50000,12130034000,2339000
150000,11750888000,2408000
250000,12862401000,2398000
350000,12851783000,2456000
450000,11746254000,2333000
550000,11977046000,2650000
650000,10875120000,2405000
750000,11863752000,2364000
850000,12343736000,2435000
950000,12541341000,2061000
1050000,11754115000,2238000
1150000,12247038000,4078000
1250000,11705408000,1922000
1350000,11302378000,2304000
1450000,9938887000,2372000
1550000,12864387000,3322000
1650000,12839084000,3074000
1750000,11848273000,5290000
1850000,12119733000,2454000
1950000,12118332000,2509000
