25000,4793000,413000
87500,16062000,410000
150000,34514000,414000
212500,60659000,430000
275000,84452000,760000
337500,90622000,413000
400000,126874000,916000
462500,140805000,415000
525000,156268000,419000
587500,195289000,421000
650000,241094000,925000
712500,217634000,416000
775000,253116000,442000
837500,264300000,407000
900000,288335000,416000
962500,308327000,416000
1025000,334508000,418000
1087500,355910000,415000
1150000,366766000,412000
1212500,400202000,443000
