45000,10417000,2941000
145000,28498000,1600000
245000,69051000,1619000
345000,79835000,1621000
445000,108322000,1651000
545000,130681000,1625000
645000,162007000,1703000
745000,185872000,1652000
845000,261911000,1620000
945000,238369000,1608000
1045000,262290000,1632000
1145000,288162000,1661000
1245000,312088000,1656000
1345000,361483000,1704000
1445000,370281000,1652000
1545000,405079000,1660000
1645000,434047000,1629000
1745000,559076000,1641000
1845000,591448000,2249000
1945000,525217000,1624000
