25000,2443657000,897000
87500,2246196000,910000
150000,2222400000,968000
212500,2221333000,914000
275000,2222711000,1413000
337500,2206736000,1417000
400000,2195969000,920000
462500,2341876000,941000
525000,2249774000,959000
587500,2206508000,954000
650000,2226809000,928000
712500,2194009000,916000
775000,2228238000,939000
837500,2237772000,954000
900000,2395273000,979000
962500,2208499000,918000
1025000,2161252000,913000
1087500,2293099000,940000
1150000,2236009000,927000
1212500,2349721000,947000
